Id,Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Size,Year Built,Council Area,Latitude,Longtitude,Region Name
608,Balwyn,House,3320000,Passed In,Marshall,2017-10-28,5,4,2,673,2013,Boroondara City Council,-37.80198,145.06523,Southern Metropolitan
609,Balwyn,House,2450000,Sold Prior,Nelson,2017-11-11,5,3,2,725,1970,Boroondara City Council,-37.8111,145.0782,Southern Metropolitan
610,Balwyn,House,5650000,Passed In,Marshall,2017-11-18,4,3,2,1561,1915,Boroondara City Council,-37.8158,145.0777,Southern Metropolitan
611,Balwyn,House,2650000,Sold,Fletchers,2017-12-09,4,3,2,663,1940,Boroondara City Council,-37.80708,145.07156,Southern Metropolitan
612,Balwyn,House,4600000,Passed In,Fletchers,2018-01-06,5,5,2,1242,1952,Boroondara City Council,-37.81654,145.07165,Southern Metropolitan
613,Balwyn,House,2800000,Passed In,hockingstuart,2018-03-03,5,2,2,1105,1935,Boroondara City Council,-37.8092,145.10299,Southern Metropolitan
614,Balwyn,House,2360000,Passed In,Fletchers,2018-03-03,5,2,3,678,1930,Boroondara City Council,-37.80596,145.0694,Southern Metropolitan
615,Balwyn,House,2140000,Sold,Jellis,2018-03-03,4,2,3,525,1910,Boroondara City Council,-37.81705,145.08319,Southern Metropolitan
616,Balwyn,House,1720000,Passed In,Jellis,2018-03-17,3,1,0,604,1950,Boroondara City Council,-37.81151,145.09528,Southern Metropolitan
617,Balwyn,House,2801000,Sold Prior,Fletchers,2018-03-17,5,2,2,1280,2006,Boroondara City Council,-37.80467,145.10322,Southern Metropolitan
618,Balwyn North,House,2525000,Passed In,Jellis,2016-04-16,4,2,2,1235,1960,Boroondara City Council,-37.7988,145.089,Southern Metropolitan
619,Balwyn North,House,1572000,Sold,hockingstuart,2016-05-07,4,2,2,662,1965,Boroondara City Council,-37.798,145.1007,Southern Metropolitan
620,Balwyn North,House,1230000,Sold,Noel,2016-05-14,3,3,1,310,2012,Boroondara City Council,-37.7949,145.1014,Southern Metropolitan
621,Balwyn North,House,2600000,Passed In,Barry Plant,2016-05-14,5,3,3,637,2008,Boroondara City Council,-37.7898,145.0967,Southern Metropolitan
622,Balwyn North,House,1950000,Sold,Fletchers,2016-05-14,3,3,2,665,1970,Boroondara City Council,-37.7889,145.0904,Southern Metropolitan
623,Balwyn North,House,685000,Sold Prior,Jellis,2016-05-22,2,1,1,177,1975,Boroondara City Council,-37.7935,145.0679,Southern Metropolitan
624,Balwyn North,House,1335000,Sold,Fletchers,2016-05-22,3,2,2,368,2009,Boroondara City Council,-37.7846,145.0935,Southern Metropolitan
625,Balwyn North,House,1660000,Passed In,hockingstuart,2016-05-28,4,3,2,737,1950,Boroondara City Council,-37.7975,145.0961,Southern Metropolitan
626,Balwyn North,House,1260000,Passed In,hockingstuart,2016-05-28,3,2,2,458,1997,Boroondara City Council,-37.7908,145.0991,Southern Metropolitan
627,Balwyn North,House,1500000,Sold,hockingstuart,2016-06-12,3,1,1,800,1950,Boroondara City Council,-37.8023,145.0976,Southern Metropolitan
628,Balwyn North,House,2200000,Passed In,Noel,2016-06-12,5,3,2,900,1955,Boroondara City Council,-37.7868,145.0677,Southern Metropolitan
629,Balwyn North,House,4000000,Passed In,Marshall,2016-06-18,5,5,4,1364,2013,Boroondara City Council,-37.7961,145.0859,Southern Metropolitan
630,Balwyn North,House,1875000,Passed In,Fletchers,2016-06-27,5,3,2,842,1961,Boroondara City Council,-37.7854,145.0869,Southern Metropolitan
631,Balwyn North,House,1530000,Passed In,hockingstuart,2016-06-27,4,2,2,701,1960,Boroondara City Council,-37.7839,145.0954,Southern Metropolitan
632,Balwyn North,House,1700000,Passed In,Jellis,2016-06-27,3,2,5,754,1960,Boroondara City Council,-37.786,145.0886,Southern Metropolitan
633,Balwyn North,House,1620000,Sold,Jellis,2016-07-16,4,2,1,654,1960,Boroondara City Council,-37.7885,145.0854,Southern Metropolitan
634,Balwyn North,House,1903000,Sold,Noel,2016-07-16,3,1,2,713,1950,Boroondara City Council,-37.7982,145.0816,Southern Metropolitan
635,Balwyn North,House,1836000,Sold,Jellis,2016-07-30,4,2,2,939,1957,Boroondara City Council,-37.7998,145.0862,Southern Metropolitan
636,Balwyn North,House,3250000,Passed In,Jellis,2016-08-06,3,4,2,886,2013,Boroondara City Council,-37.804,145.0951,Southern Metropolitan
637,Balwyn North,House,1575000,Passed In,Noel,2016-08-06,3,2,2,645,1953,Boroondara City Council,-37.7851,145.0957,Southern Metropolitan
638,Balwyn North,House,1700000,Passed In,Fletchers,2016-08-13,3,2,3,763,1960,Boroondara City Council,-37.7935,145.0865,Southern Metropolitan
639,Balwyn North,House,1750000,Passed In,Noel,2016-08-13,2,1,2,854,1948,Boroondara City Council,-37.7971,145.0672,Southern Metropolitan
640,Balwyn North,House,1900000,Passed In,One,2016-08-22,4,2,4,587,1960,Boroondara City Council,-37.7841,145.0953,Southern Metropolitan
641,Balwyn North,House,2150000,Passed In,Noel,2016-08-28,4,2,2,730,1960,Boroondara City Council,-37.7993,145.0869,Southern Metropolitan
642,Balwyn North,House,1770000,Passed In,Fletchers,2016-08-28,3,2,1,720,1955,Boroondara City Council,-37.7938,145.0838,Southern Metropolitan
643,Balwyn North,Townhouse,1315000,Sold,hockingstuart,2016-09-03,3,2,2,260,2000,Boroondara City Council,-37.7966,145.1021,Southern Metropolitan
644,Balwyn North,House,1500000,Passed In,Jellis,2016-09-03,3,2,1,778,1950,Boroondara City Council,-37.7939,145.0789,Southern Metropolitan
645,Balwyn North,House,3230000,Sold,Jellis,2016-09-03,4,4,3,1135,1960,Boroondara City Council,-37.8014,145.0892,Southern Metropolitan
646,Balwyn North,House,1740000,Passed In,Jellis,2016-09-10,4,2,2,610,1993,Boroondara City Council,-37.7843,145.0891,Southern Metropolitan
647,Balwyn North,House,2575000,Passed In,Jellis,2016-09-10,4,3,2,657,2006,Boroondara City Council,-37.7981,145.0904,Southern Metropolitan
648,Balwyn North,House,1388800,Sold,Jellis,2016-09-10,3,2,1,517,1970,Boroondara City Council,-37.783,145.0926,Southern Metropolitan
649,Balwyn North,Unit,1040000,Sold,Fletchers,2016-09-24,2,1,1,250,1995,Boroondara City Council,-37.7996,145.0959,Southern Metropolitan
650,Balwyn North,House,2130000,Passed In,RW,2016-10-08,4,3,2,1274,1970,Boroondara City Council,-37.7822,145.0907,Southern Metropolitan
651,Balwyn North,House,3690000,Sold,RW,2016-10-08,4,4,2,624,1967,Boroondara City Council,-37.802,145.0797,Southern Metropolitan
652,Balwyn North,House,1750000,Passed In,RW,2016-10-15,5,2,2,710,1955,Boroondara City Council,-37.7907,145.0916,Southern Metropolitan
653,Balwyn North,House,2000000,Sold,Fletchers,2016-10-15,5,2,2,1002,1950,Boroondara City Council,-37.796,145.0984,Southern Metropolitan
654,Balwyn North,House,1480000,Passed In,Jellis,2016-10-15,3,1,4,605,1950,Boroondara City Council,-37.7951,145.0696,Southern Metropolitan
655,Balwyn North,House,1818000,Sold,Fletchers,2016-10-15,3,1,1,722,1930,Boroondara City Council,-37.7956,145.0829,Southern Metropolitan
656,Balwyn North,House,1750000,Passed In,Jellis,2016-11-07,5,3,2,705,2013,Boroondara City Council,-37.7851,145.0775,Southern Metropolitan
657,Balwyn North,House,1850000,Passed In,Jellis,2016-11-07,4,2,2,619,1990,Boroondara City Council,-37.8025,145.0843,Southern Metropolitan
658,Balwyn North,House,2205000,Sold,Fletchers,2016-11-19,4,2,2,1010,1950,Boroondara City Council,-37.7982,145.0903,Southern Metropolitan
659,Balwyn North,House,2100000,Passed In,Jellis,2016-11-19,3,2,3,949,1940,Boroondara City Council,-37.796,145.0696,Southern Metropolitan
660,Balwyn North,Townhouse,1238000,Sold,Fletchers,2016-11-27,3,2,2,186,2010,Boroondara City Council,-37.8028,145.0828,Southern Metropolitan
661,Balwyn North,House,1320000,Sold,Noel,2016-11-27,3,1,0,635,1960,Boroondara City Council,-37.7982,145.0839,Southern Metropolitan
662,Balwyn North,House,1651000,Sold,Nelson,2016-11-27,3,1,2,657,1960,Boroondara City Council,-37.7895,145.0985,Southern Metropolitan
663,Balwyn North,House,1920000,Sold,Marshall,2016-11-27,5,3,2,900,1955,Boroondara City Council,-37.7868,145.0677,Southern Metropolitan
664,Balwyn North,House,1560000,Sold,RT,2016-11-27,5,2,3,845,1980,Boroondara City Council,-37.7898,145.1021,Southern Metropolitan
665,Balwyn North,House,1905000,Sold,Noel,2016-12-03,4,2,2,647,1955,Boroondara City Council,-37.7917,145.0868,Southern Metropolitan
666,Balwyn North,House,3300000,Passed In,hockingstuart,2016-12-03,5,4,2,760,2015,Boroondara City Council,-37.7907,145.0907,Southern Metropolitan
667,Balwyn North,House,1900000,Passed In,Fletchers,2016-12-03,4,2,2,642,1955,Boroondara City Council,-37.7988,145.0726,Southern Metropolitan
668,Balwyn North,House,2251000,Sold,Marshall,2016-12-03,3,1,2,888,1950,Boroondara City Council,-37.8002,145.0949,Southern Metropolitan
669,Balwyn North,House,2205000,Passed In,RW,2016-12-03,4,2,2,750,1950,Boroondara City Council,-37.7906,145.0788,Southern Metropolitan
670,Balwyn North,House,1265000,Sold,hockingstuart,2016-12-03,3,2,1,347,2011,Boroondara City Council,-37.7947,145.1035,Southern Metropolitan
671,Balwyn North,House,1702000,Passed In,Jellis,2016-12-10,4,2,2,715,1939,Boroondara City Council,-37.7943,145.083,Southern Metropolitan
672,Balwyn North,House,2910000,Sold,Marshall,2016-12-10,4,3,2,1070,1992,Boroondara City Council,-37.7975,145.0716,Southern Metropolitan
673,Balwyn North,House,1250000,Passed In,Marshall,2017-02-25,4,2,2,644,1950,Boroondara City Council,-37.7997,145.0993,Southern Metropolitan
674,Balwyn North,House,1900000,Sold,Fletchers,2017-02-25,6,3,2,808,1974,Boroondara City Council,-37.7842,145.0921,Southern Metropolitan
675,Balwyn North,House,1750000,Sold,Kay,2017-03-04,4,2,2,673,1960,Boroondara City Council,-37.7856,145.0918,Southern Metropolitan
676,Balwyn North,House,1450000,Passed In,Jellis,2017-03-04,3,1,2,665,1950,Boroondara City Council,-37.7862,145.0781,Southern Metropolitan
677,Balwyn North,House,2614000,Sold,Fletchers,2017-03-04,4,2,2,772,1955,Boroondara City Council,-37.7959,145.0787,Southern Metropolitan
678,Balwyn North,House,1825000,Sold,Fletchers,2017-03-04,4,2,3,736,1958,Boroondara City Council,-37.7944,145.1028,Southern Metropolitan
679,Balwyn North,House,1720000,Passed In,Marshall,2017-03-18,4,3,2,869,1950,Boroondara City Council,-37.8002,145.0999,Southern Metropolitan
680,Balwyn North,House,1675000,Sold,Fletchers,2017-03-18,4,2,2,667,1974,Boroondara City Council,-37.7835,145.0883,Southern Metropolitan
681,Balwyn North,Townhouse,1680000,Sold,Noel,2017-03-18,4,3,1,362,2014,Boroondara City Council,-37.7987,145.0788,Southern Metropolitan
682,Balwyn North,House,1900000,Sold,Noel,2017-04-08,2,1,2,667,1955,Boroondara City Council,-37.7926,145.0842,Southern Metropolitan
683,Balwyn North,House,1725000,Passed In,Marshall,2017-04-29,4,3,2,627,1970,Boroondara City Council,-37.7827,145.0945,Southern Metropolitan
684,Balwyn North,Unit,700000,Sold,Marshall,2017-05-13,3,1,1,350,1950,Boroondara City Council,-37.7862,145.0739,Southern Metropolitan
685,Balwyn North,House,1890000,Sold,Jellis,2017-05-13,4,3,2,636,1960,Boroondara City Council,-37.789,145.0938,Southern Metropolitan
686,Balwyn North,Unit,800000,Passed In,hockingstuart,2017-05-20,2,2,1,196,1994,Boroondara City Council,-37.785,145.0961,Southern Metropolitan
687,Balwyn North,House,1300000,Passed In,Kay,2017-05-27,3,2,2,975,1985,Boroondara City Council,-37.79673,145.06853,Southern Metropolitan
688,Balwyn North,Townhouse,1330000,Sold,Marshall,2017-05-27,3,2,1,260,2001,Boroondara City Council,-37.79294,145.08583,Southern Metropolitan
689,Balwyn North,House,2050000,Sold,Jellis,2017-05-27,4,3,2,526,2006,Boroondara City Council,-37.80365,145.09048,Southern Metropolitan
690,Balwyn North,House,1940000,Sold,hockingstuart,2017-05-27,5,2,1,629,1940,Boroondara City Council,-37.79238,145.07841,Southern Metropolitan
691,Balwyn North,House,1590000,Sold,Jellis,2017-05-27,3,1,1,697,1955,Boroondara City Council,-37.78483,145.07477,Southern Metropolitan
692,Balwyn North,Unit,725000,Sold,Fletchers,2017-05-27,2,1,1,134,1970,Boroondara City Council,-37.79541,145.0657,Southern Metropolitan
693,Balwyn North,Townhouse,1557000,Sold,RT,2017-06-17,3,2,2,292,2010,Boroondara City Council,-37.80259,145.09878,Southern Metropolitan
694,Balwyn North,House,2050000,Sold,Jellis,2017-06-17,4,1,1,1138,1950,Boroondara City Council,-37.79284,145.10082,Southern Metropolitan
695,Balwyn North,House,3200000,Passed In,Jellis,2017-06-24,5,3,2,836,1970,Boroondara City Council,-37.78839,145.07076,Southern Metropolitan
696,Balwyn North,Unit,682000,Sold,hockingstuart,2017-06-24,2,1,1,140,1970,Boroondara City Council,-37.79334,145.10025,Southern Metropolitan
697,Balwyn North,House,1275000,Passed In,Fletchers,2017-07-01,3,2,2,226,1965,Boroondara City Council,-37.79495,145.08192,Southern Metropolitan
698,Balwyn North,Townhouse,1575000,Sold After Auction,Fletchers,2017-07-08,4,2,2,392,2007,Boroondara City Council,-37.80039,145.0961,Southern Metropolitan
699,Balwyn North,Townhouse,1721000,Sold,Fletchers,2017-07-15,3,2,2,301,1995,Boroondara City Council,-37.79535,145.07131,Southern Metropolitan
700,Balwyn North,House,2400000,Passed In,hockingstuart,2017-07-22,5,4,2,742,1980,Boroondara City Council,-37.80218,145.10063,Southern Metropolitan
701,Balwyn North,House,1850000,Sold After Auction,Fletchers,2017-07-22,4,4,3,929,1960,Boroondara City Council,-37.79497,145.10538,Southern Metropolitan
702,Balwyn North,Unit,950000,Sold,Fletchers,2017-07-29,2,1,1,327,1975,Boroondara City Council,-37.78245,145.09273,Southern Metropolitan
703,Balwyn North,House,1755000,Sold,Jellis,2017-07-29,4,2,2,605,1938,Boroondara City Council,-37.79466,145.06564,Southern Metropolitan
704,Balwyn North,House,1460000,Passed In,hockingstuart,2017-08-12,4,2,2,433,1955,Boroondara City Council,-37.78368,145.09545,Southern Metropolitan
705,Balwyn North,House,2000000,Passed In,hockingstuart,2017-08-19,4,3,4,958,2015,Boroondara City Council,-37.78662,145.07683,Southern Metropolitan
706,Balwyn North,House,2270000,Passed In,Barry Plant,2017-08-19,4,2,2,654,2010,Boroondara City Council,-37.78458,145.07912,Southern Metropolitan
707,Balwyn North,House,1890000,Sold,Fletchers,2017-08-19,3,2,1,632,1940,Boroondara City Council,-37.79094,145.07899,Southern Metropolitan
708,Balwyn North,House,2800000,Sold,Marshall,2017-08-26,5,2,2,1173,1960,Boroondara City Council,-37.80385,145.09094,Southern Metropolitan
709,Balwyn North,House,1951000,Sold,Marshall,2017-09-03,5,3,3,711,1960,Boroondara City Council,-37.79066,145.09004,Southern Metropolitan
710,Balwyn North,House,1950000,Sold,RT,2017-09-03,5,3,2,743,1949,Boroondara City Council,-37.80235,145.09311,Southern Metropolitan
711,Balwyn North,House,2000000,Passed In,Jellis,2017-09-09,4,2,5,700,2007,Boroondara City Council,-37.78971,145.09546,Southern Metropolitan
712,Balwyn North,Unit,905000,Sold,Nelson,2017-09-16,2,1,1,132,1960,Boroondara City Council,-37.79681,145.06903,Southern Metropolitan
713,Balwyn North,House,3870000,Passed In,Noel,2017-10-07,5,4,4,660,2011,Boroondara City Council,-37.78899,145.07913,Southern Metropolitan
714,Balwyn North,House,1500000,Passed In,Jellis,2017-10-14,3,1,2,622,1952,Boroondara City Council,-37.78144,145.07996,Southern Metropolitan
715,Balwyn North,House,1500000,Passed In,Fletchers,2017-10-14,4,2,1,620,1965,Boroondara City Council,-37.78396,145.07942,Southern Metropolitan
716,Balwyn North,House,1300000,Passed In,Fletchers,2017-10-21,3,1,2,592,1955,Boroondara City Council,-37.79367,145.10661,Southern Metropolitan
717,Balwyn North,House,2400000,Passed In,hockingstuart,2017-10-28,4,2,2,716,2008,Boroondara City Council,-37.80038,145.10047,Southern Metropolitan
718,Balwyn North,House,1000000,Passed In,Marshall,2017-10-28,2,1,2,244,1990,Boroondara City Council,-37.78963,145.07365,Southern Metropolitan
719,Balwyn North,House,3225000,Sold,hockingstuart,2017-10-28,5,4,2,646,2016,Boroondara City Council,-37.79799,145.10165,Southern Metropolitan
720,Balwyn North,House,1730000,Sold,Purplebricks,2017-10-28,5,2,4,643,1955,Boroondara City Council,-37.79064,145.09463,Southern Metropolitan
721,Balwyn North,House,3200000,Passed In,Jellis,2017-11-11,4,2,7,710,2016,Boroondara City Council,-37.7977,145.068,Southern Metropolitan
722,Balwyn North,House,4050000,Sold,Noel,2017-11-18,5,4,4,660,2012,Boroondara City Council,-37.789,145.0791,Southern Metropolitan
723,Balwyn North,House,2100000,Passed In,Jellis,2017-12-09,3,2,2,717,2004,Boroondara City Council,-37.78952,145.08367,Southern Metropolitan
724,Balwyn North,House,1960000,Sold,Fletchers,2018-01-06,4,2,2,961,1970,Boroondara City Council,-37.8012,145.09288,Southern Metropolitan
725,Balwyn North,House,2350000,Passed In,Marshall,2018-02-17,5,2,2,1005,1950,Boroondara City Council,-37.79389,145.09822,Southern Metropolitan
726,Balwyn North,House,1800000,Passed In,Marshall,2018-02-24,3,1,2,676,1950,Boroondara City Council,-37.79162,145.08315,Southern Metropolitan
727,Balwyn North,House,1562000,Sold,Fletchers,2018-02-24,4,2,1,436,1930,Boroondara City Council,-37.80088,145.066,Southern Metropolitan
728,Balwyn North,House,1950000,Passed In,Jellis,2018-02-24,4,2,2,836,1940,Boroondara City Council,-37.78775,145.07043,Southern Metropolitan
729,Balwyn North,House,3100000,Passed In,Fletchers,2018-02-24,4,3,1,836,1935,Boroondara City Council,-37.79154,145.06912,Southern Metropolitan
730,Balwyn North,House,2255000,Passed In,Fletchers,2018-03-03,4,2,2,576,2013,Boroondara City Council,-37.7864,145.09216,Southern Metropolitan
731,Balwyn North,House,1905000,Passed In,Noel,2018-03-03,4,2,2,823,1935,Boroondara City Council,-37.79021,145.06674,Southern Metropolitan
732,Balwyn North,House,3200000,Passed In,hockingstuart,2018-03-17,5,3,2,680,1940,Boroondara City Council,-37.79895,145.08002,Southern Metropolitan
733,Balwyn North,Townhouse,1450000,Passed In,Jellis,2018-03-17,4,3,3,270,2009,Boroondara City Council,-37.79798,145.06349,Southern Metropolitan
734,Bayswater,House,705000,Passed In,Biggin,2017-05-27,4,2,4,765,1975,Knox City Council,-37.854,145.2565,Eastern Metropolitan
735,Bayswater,House,930000,Sold,Noel,2017-06-03,5,2,2,992,1970,Knox City Council,-37.84613,145.25606,Eastern Metropolitan
736,Bayswater,House,700000,Sold,Biggin,2017-06-03,3,2,1,509,1980,Knox City Council,-37.84823,145.26673,Eastern Metropolitan
737,Bayswater,Townhouse,860000,Sold,Ray,2017-06-03,4,3,2,304,1970,Knox City Council,-37.8543,145.25253,Eastern Metropolitan
738,Bayswater,House,925000,Sold Prior,Biggin,2017-06-17,4,1,10,993,1966,Knox City Council,-37.84688,145.25632,Eastern Metropolitan
739,Bayswater,Townhouse,640000,Sold,Fletchers,2017-07-01,3,2,1,187,2010,Knox City Council,-37.83909,145.26075,Eastern Metropolitan
740,Bayswater,Unit,520000,Sold,Ray,2017-07-08,2,1,1,158,1975,Knox City Council,-37.845,145.25624,Eastern Metropolitan
741,Bayswater,House,606000,Sold,McGrath,2017-07-29,3,1,1,424,1970,Knox City Council,-37.84291,145.25545,Eastern Metropolitan
742,Bayswater,House,824000,Sold,One,2017-09-03,3,1,2,725,1980,Knox City Council,-37.85063,145.25802,Eastern Metropolitan
743,Bayswater,House,750000,Sold Prior,hockingstuart,2017-11-04,3,1,2,721,1965,Knox City Council,-37.852,145.2678,Eastern Metropolitan
744,Bayswater,House,910000,Sold,Noel,2018-01-06,3,3,4,1028,1980,Knox City Council,-37.84034,145.25416,Eastern Metropolitan
745,Bayswater,House,862000,Sold,Barry Plant,2018-01-06,3,2,2,719,1975,Knox City Council,-37.85255,145.25799,Eastern Metropolitan
746,Bayswater North,House,616000,Sold,Ray,2017-06-17,3,2,0,586,1999,Maroondah City Council,-37.82273,145.27323,Eastern Metropolitan
747,Bayswater North,Unit,500000,Passed In,Stockdale,2017-07-01,3,1,2,263,1970,Maroondah City Council,-37.83303,145.27488,Eastern Metropolitan
748,Bayswater North,House,762000,Sold,Ray,2017-07-15,3,2,2,792,1980,Maroondah City Council,-37.82809,145.29287,Eastern Metropolitan
749,Bayswater North,House,900000,Sold,One,2017-09-09,4,2,2,656,1975,Maroondah City Council,-37.82778,145.28958,Eastern Metropolitan
